id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
Ccdc82	4	0.21413	0.45564	1.0	6366	1	0.16509	0.37345	0.3295	0.727373	9216	2	0.16509
Ncln	4	0.03768	0.15101	1.0	1899	2	-0.14933	0.37349	0.3295	0.727373	9217	1	-0.14933
Cd8b1	4	0.32743	0.58807	1.0	8773	2	0.0025672	0.37354	0.3295	0.727373	9218	2	0.0025672
Ift172	4	0.22449	0.46911	1.0	6583	1	0.14912	0.37356	0.3295	0.727373	9219	2	0.14912
Asxl2	4	0.75079	0.84939	1.0	14150	1	0.026203	0.37356	0.3295	0.727373	9220	1	0.026203
Msmb	4	0.7904	0.87484	1.0	14866	0	-0.035747	0.3736	0.3295	0.727373	9221	1	-0.035747
Fam159a	4	0.10092	0.30643	1.0	3992	2	-0.077416	0.3736	0.3295	0.727373	9222	2	-0.077416
Kcna5	4	0.16165	0.38182	1.0	5220	2	-0.16009	0.37381	0.3295	0.727373	9223	1	-0.16009
Trh	4	0.10355	0.3096	1.0	4062	2	-0.094143	0.37383	0.3295	0.727373	9224	2	-0.094143
Snx8	4	0.86301	0.92658	1.0	16266	0	0.13293	0.37385	0.3295	0.727373	9225	1	0.13293
Scfd1	4	0.93048	0.96375	1.0	17646	0	0.18334	0.37385	0.3295	0.727373	9226	2	0.18334
1700020A23Rik	4	0.0025708	0.015341	1.0	297	2	-0.43172	0.37395	0.3295	0.727373	9227	1	-0.43172
Mvb12a	4	0.45585	0.66691	1.0	10245	1	0.11818	0.37401	0.3295	0.727373	9228	2	0.11818
Tas2r120	4	0.48506	0.68101	1.0	10560	1	0.13661	0.37405	0.3295	0.727373	9229	2	0.13661
Cabp4	4	0.63259	0.76665	1.0	12267	1	-0.061518	0.37417	0.3295	0.727373	9230	1	-0.061518
Lrit2	4	0.73324	0.83255	1.0	13824	1	0.079663	0.37424	0.3295	0.727373	9231	1	0.079663
Rhox9	4	0.11285	0.32055	1.0	4236	2	-0.16388	0.37434	0.3295	0.727373	9232	1	-0.16388
Olfr1394	4	0.24004	0.48906	1.0	6924	2	-0.06306	0.37436	0.3295	0.727373	9233	2	-0.06306
Cd28	4	0.41225	0.64246	1.0	9807	1	9.076e-05	0.37438	0.3295	0.727373	9234	2	9.076e-05
Dnajc6	4	0.097951	0.29923	1.0	3931	2	-0.072734	0.37443	0.3295	0.727373	9235	2	-0.072734
Degs2	4	0.25065	0.50346	1.0	7156	1	0.02283	0.37452	0.3295	0.727373	9236	2	0.02283
Pkd1	4	0.4667	0.67255	1.0	10360	1	0.15969	0.37463	0.3295	0.727373	9237	2	0.15969
Krt35	4	0.81094	0.88621	1.0	15248	0	0.019305	0.37472	0.3295	0.727373	9238	2	0.019305
Nmb	4	0.54597	0.71204	1.0	11208	1	0.040078	0.37474	0.3295	0.727373	9239	2	0.040078
Dag1	4	0.93355	0.96635	1.0	17718	0	0.11918	0.37476	0.3295	0.727373	9240	2	0.11918
Vmn1r237	4	0.29812	0.54925	1.0	8164	1	0.07766	0.37479	0.3295	0.727373	9241	2	0.07766
Rhobtb1	4	0.49769	0.68573	1.0	10681	1	0.032982	0.37488	0.3295	0.727373	9242	2	0.032982
Olfr700	4	0.85352	0.91897	1.0	16088	0	0.12131	0.37499	0.3295	0.727373	9243	2	0.12131
Rps8	4	0.62995	0.76478	1.0	12232	1	-0.12373	0.37509	0.3295	0.727373	9244	1	-0.12373
Fam219a	4	0.39314	0.63682	1.0	9640	1	-0.15979	0.37512	0.3295	0.727373	9245	1	-0.15979
Fermt1	4	0.67893	0.80049	1.0	12925	1	-0.015545	0.37516	0.3295	0.727373	9246	1	-0.015545
Vmn1r47	4	0.88644	0.94209	1.0	16734	0	0.11391	0.37519	0.3295	0.727373	9247	2	0.11391
Stard10	4	0.58514	0.7394	1.0	11652	1	-0.1736	0.37519	0.3295	0.727373	9248	1	-0.1736
Fzd2	4	0.24483	0.49452	1.0	7050	2	-0.039859	0.37528	0.3295	0.727373	9249	2	-0.039859
Ctsll3	4	0.17976	0.40622	1.0	5624	1	0.046502	0.37532	0.3295	0.727373	9250	2	0.046502
Msmo1	4	0.79293	0.87567	1.0	14914	0	0.12365	0.37534	0.3295	0.727373	9251	2	0.12365
Napsa	4	0.76816	0.85787	1.0	14461	0	0.13561	0.37537	0.3295	0.727373	9252	2	0.13561
Klk1b4	4	0.15778	0.37768	1.0	5141	2	-0.067818	0.37541	0.3295	0.727373	9253	2	-0.067818
Zfp579	4	0.92687	0.96272	1.0	17571	0	0.090762	0.37543	0.3295	0.727373	9254	2	0.090762
Pars2	4	0.89337	0.94621	1.0	16867	0	0.11757	0.37565	0.3295	0.727373	9255	1	0.11757
Als2cl	4	0.067965	0.23495	1.0	3065	3	-0.26898	0.37572	0.3295	0.727373	9256	1	-0.26898
Celsr2	4	0.23963	0.48906	1.0	6914	2	-0.094803	0.37583	0.3295	0.727373	9257	1	-0.094803
Tmem52	4	0.24957	0.4988	1.0	7131	2	-0.12942	0.3759	0.3295	0.727373	9258	1	-0.12942
Prcp	4	0.76002	0.85413	1.0	14315	1	-0.0033997	0.37597	0.3295	0.727373	9259	1	-0.0033997
Kif5a	4	0.045618	0.17139	1.0	2210	3	-0.2721	0.37601	0.3295	0.727373	9260	1	-0.2721
Teddm3	4	0.84325	0.90883	1.0	15887	0	0.04706	0.37608	0.3295	0.727373	9261	1	0.04706
Vhl	4	0.087947	0.28883	1.0	3747	2	-0.25542	0.37611	0.3295	0.727373	9262	1	-0.25542
Tmem69	4	0.21837	0.45992	1.0	6446	2	-0.16295	0.37654	0.33128	0.727373	9263	1	-0.16295
Flrt1	4	0.30855	0.56253	1.0	8382	2	-0.21238	0.37682	0.33128	0.727373	9264	1	-0.21238
Rpl14	4	0.92768	0.96306	1.0	17588	0	0.30623	0.37696	0.33128	0.727373	9265	1	0.30623
Slc52a3	4	0.13998	0.35471	1.0	4801	2	-0.22272	0.37699	0.33128	0.727373	9266	1	-0.22272
Ints1	3	0.92518	0.96291	1.0	17533	0	0.23497	0.37715	0.27317	0.692526	9267	1	0.23497
Cps1	4	0.53555	0.70829	1.0	11087	1	-0.20483	0.37721	0.33128	0.727373	9268	1	-0.20483
Psrc1	4	0.33271	0.59706	1.0	8886	2	-0.030577	0.37728	0.33128	0.727373	9269	1	-0.030577
Calcr	4	0.2499	0.50115	1.0	7137	2	-0.06337	0.37735	0.33128	0.727373	9270	1	-0.06337
Cd226	4	0.6609	0.78822	1.0	12652	1	-0.070791	0.37745	0.33128	0.727373	9271	1	-0.070791
Elfn2	4	0.88175	0.93774	1.0	16639	0	-0.0086914	0.37752	0.33128	0.727373	9272	1	-0.0086914
Olfr344	4	0.19107	0.42709	1.0	5867	1	-0.11641	0.37759	0.33128	0.727373	9273	1	-0.11641
Zan	4	0.30949	0.56253	1.0	8403	2	-0.076635	0.3777	0.33128	0.727373	9274	1	-0.076635
Slc22a13	4	0.5185	0.69892	1.0	10888	1	-0.11781	0.37777	0.33128	0.727373	9275	1	-0.11781
Gimap1	4	0.039779	0.15633	1.0	1971	3	-0.34209	0.37788	0.33128	0.727373	9276	1	-0.34209
4932411N23Rik	4	0.65631	0.78348	1.0	12597	1	-0.095051	0.37791	0.33128	0.727373	9277	1	-0.095051
Ntng1	4	0.69546	0.80624	1.0	13201	1	-0.080768	0.37798	0.33128	0.727373	9278	1	-0.080768
C130060K24Rik	4	0.0065753	0.037696	1.0	588	3	-0.46489	0.37805	0.33128	0.727373	9279	1	-0.46489
Manea	4	0.94163	0.97163	1.0	17868	0	0.064356	0.37809	0.33128	0.727373	9280	1	0.064356
Vwa5b1	4	0.78748	0.87229	1.0	14819	0	0.021314	0.37812	0.33128	0.727373	9281	1	0.021314
Oser1	4	0.24826	0.4988	1.0	7112	2	-0.1644	0.37823	0.33128	0.727373	9282	1	-0.1644
Tmprss11c	4	0.0062823	0.036325	1.0	566	3	-0.5439	0.37837	0.33128	0.727373	9283	1	-0.5439
Zfp780b	4	0.53866	0.7111	1.0	11123	1	-0.0035741	0.37844	0.33128	0.727373	9284	1	-0.0035741
Gtpbp6	4	0.33877	0.60375	1.0	9022	1	-0.054396	0.37869	0.33128	0.727373	9285	1	-0.054396
Gmpr2	4	0.55563	0.7167	1.0	11324	1	0.04781	0.37872	0.33128	0.727373	9286	1	0.04781
Fgf8	4	0.14446	0.36295	1.0	4884	1	0.051981	0.37883	0.33128	0.727373	9287	1	0.051981
Vmn2r98	4	0.55858	0.7167	1.0	11356	1	0.047179	0.37886	0.33128	0.727373	9288	1	0.047179
Macrod1	4	0.31464	0.56927	1.0	8508	1	0.11654	0.37893	0.33128	0.727373	9289	1	0.11654
Shprh	4	0.83994	0.90405	1.0	15833	0	0.1563	0.37914	0.33128	0.727373	9290	1	0.1563
Gm16501	4	0.68638	0.80333	1.0	13049	1	0.040724	0.37928	0.33128	0.727373	9291	1	0.040724
1700015E13Rik	4	0.20041	0.43946	1.0	6063	2	-0.12244	0.37932	0.33128	0.727373	9292	1	-0.12244
Ube2q2	4	0.0086628	0.050543	1.0	733	3	-0.5826	0.37939	0.33128	0.727373	9293	1	-0.5826
Otoa	4	0.38912	0.63315	1.0	9609	1	-0.1804	0.37974	0.33128	0.727373	9294	1	-0.1804
Il1a	4	0.79979	0.8781	1.0	15048	0	0.0021331	0.37992	0.33128	0.727373	9295	1	0.0021331
Cd177	4	0.7265	0.82782	1.0	13702	1	-0.15518	0.37995	0.33128	0.727373	9296	1	-0.15518
Engase	4	0.026046	0.1092	1.0	1465	2	-0.30167	0.38002	0.33128	0.727373	9297	1	-0.30167
Nsdhl	4	0.87298	0.9347	1.0	16450	0	0.11072	0.38027	0.33128	0.727373	9298	1	0.11072
Slc44a4	4	0.21769	0.45992	1.0	6433	1	-0.042125	0.3803	0.33128	0.727373	9299	1	-0.042125
Sfxn2	4	0.90641	0.95059	1.0	17158	0	-0.010262	0.38038	0.33128	0.727373	9300	1	-0.010262
Olfr585	4	0.68613	0.80333	1.0	13048	1	-0.15435	0.38045	0.33128	0.727373	9301	1	-0.15435
Zdhhc4	4	0.35174	0.61714	1.0	9301	1	-0.12081	0.38052	0.33128	0.727373	9302	1	-0.12081
Ccdc57	4	0.29955	0.54925	1.0	8190	1	-0.12629	0.38087	0.33128	0.727373	9303	1	-0.12629
Fbxo25	4	0.8505	0.91591	1.0	16026	0	-0.049318	0.3809	0.33128	0.727373	9304	1	-0.049318
Olfr620	4	0.23053	0.47418	1.0	6722	2	-0.2244	0.38108	0.33128	0.727373	9305	1	-0.2244
AI314180	4	0.19841	0.43615	1.0	6015	2	-0.22854	0.38146	0.33128	0.727373	9306	1	-0.22854
Arhgap33	4	0.04849	0.17897	1.0	2316	3	-0.24646	0.38157	0.33128	0.727373	9307	1	-0.24646
Zfp286	4	0.14706	0.36379	1.0	4926	2	-0.17634	0.3816	0.33128	0.727373	9308	1	-0.17634
Olfr1329	4	0.082188	0.28108	1.0	3566	2	-0.15	0.38182	0.33128	0.727373	9309	1	-0.15
Cyp2j11	4	0.048974	0.17897	1.0	2341	2	-0.19462	0.38185	0.33128	0.727373	9310	1	-0.19462
Olfr347	4	0.23148	0.47418	1.0	6747	2	-0.025047	0.38206	0.33128	0.727373	9311	1	-0.025047
Pm20d1	4	0.79798	0.87729	1.0	15010	0	-0.093701	0.38231	0.33128	0.727373	9312	1	-0.093701
Olfr1042	4	0.059197	0.2012	1.0	2737	3	-0.2797	0.38234	0.33128	0.727373	9313	1	-0.2797
Rnasel	4	0.066626	0.22719	1.0	3019	3	-0.26009	0.38238	0.33128	0.727373	9314	1	-0.26009
Gm14374	4	0.71996	0.81941	1.0	13582	1	0.1219	0.38245	0.33128	0.727373	9315	1	0.1219
Sema4g	4	0.90296	0.94934	1.0	17082	0	0.030378	0.38248	0.33128	0.727373	9316	1	0.030378
Ppip5k1	4	0.18047	0.409	1.0	5643	2	-0.051152	0.38255	0.33128	0.727373	9317	1	-0.051152
Shisa4	4	0.71545	0.81846	1.0	13508	1	-0.028046	0.38283	0.33128	0.727373	9318	1	-0.028046
Olfr1240	4	0.8814	0.93774	1.0	16628	0	0.025428	0.38287	0.33128	0.727373	9319	1	0.025428
Umps	4	0.19569	0.43187	1.0	5955	2	-0.16514	0.38301	0.33128	0.727373	9320	1	-0.16514
Wipi1	4	0.079306	0.27573	1.0	3461	3	-0.21649	0.38329	0.33128	0.727373	9321	1	-0.21649
Gm4907	4	0.13862	0.35146	1.0	4778	2	-0.24326	0.38332	0.33128	0.727373	9322	1	-0.24326
Spag5	4	0.018318	0.078049	1.0	1159	3	-0.32896	0.38336	0.33128	0.727373	9323	1	-0.32896
Nefh	4	0.73476	0.83445	1.0	13858	1	-0.068114	0.38346	0.33128	0.727373	9324	1	-0.068114
Hoxa11	4	0.48551	0.68101	1.0	10566	1	0.081448	0.3835	0.33128	0.727373	9325	1	0.081448
Fam83d	4	0.17508	0.40044	1.0	5529	2	-0.090585	0.3836	0.33128	0.727373	9326	1	-0.090585
Hps1	4	0.59016	0.74221	1.0	11717	1	0.070919	0.38374	0.33128	0.727373	9327	1	0.070919
Slc25a48	4	0.039395	0.15633	1.0	1955	3	-0.23849	0.38395	0.33129	0.727373	9328	1	-0.23849
Gm2696	4	0.81821	0.89166	1.0	15382	0	0.083116	0.38402	0.33129	0.727373	9329	1	0.083116
Olfr784	4	0.040805	0.15859	1.0	2019	2	-0.059966	0.38409	0.33129	0.727373	9330	1	-0.059966
Gm14346	4	0.31194	0.56471	1.0	8455	2	-0.061312	0.38413	0.33129	0.727373	9331	1	-0.061312
Ltk	4	0.048538	0.17897	1.0	2319	2	-0.069623	0.3842	0.33129	0.727373	9332	1	-0.069623
Asb2	4	0.055838	0.19349	1.0	2612	1	-0.076178	0.38437	0.33129	0.727373	9333	1	-0.076178
Olfr512	4	0.32408	0.57931	1.0	8717	2	-0.14204	0.38441	0.33129	0.727373	9334	1	-0.14204
1700093K21Rik	4	0.83819	0.90192	1.0	15802	0	-0.0016996	0.38458	0.33129	0.727373	9335	1	-0.0016996
Olfr804	4	0.81533	0.8901	1.0	15333	0	-0.059269	0.38476	0.33129	0.727373	9336	1	-0.059269
Lrrc42	4	0.056852	0.1977	1.0	2646	3	-0.28311	0.38479	0.33129	0.727373	9337	1	-0.28311
Ppap2a	4	0.054186	0.1887	1.0	2552	3	-0.24354	0.38493	0.33129	0.727373	9338	1	-0.24354
Gtf2ird2	4	0.52852	0.70359	1.0	11005	1	-0.046222	0.38507	0.33129	0.727373	9339	1	-0.046222
Prr22	4	0.3412	0.60561	1.0	9065	2	-0.052824	0.38514	0.33129	0.727373	9340	1	-0.052824
Dapk3	4	0.15247	0.37036	1.0	5037	2	-0.17749	0.38528	0.33129	0.727373	9341	1	-0.17749
Ccdc134	4	0.17273	0.39622	1.0	5477	2	-0.17809	0.38532	0.33129	0.727373	9342	1	-0.17809
Gjd2	4	0.44002	0.66217	1.0	10083	1	0.10567	0.38539	0.33129	0.727373	9343	1	0.10567
Ston1	4	0.78483	0.86962	1.0	14763	0	0.091667	0.38553	0.33129	0.727373	9344	1	0.091667
Abcg8	4	0.61213	0.75622	1.0	11998	1	0.10863	0.38563	0.33129	0.727373	9345	1	0.10863
Rab3b	4	0.012054	0.057973	1.0	881	2	-0.29389	0.38567	0.33129	0.727373	9346	1	-0.29389
Neurog3	4	0.067302	0.23219	1.0	3043	3	-0.20171	0.38584	0.33129	0.727373	9347	1	-0.20171
Iqsec3	4	0.91469	0.95464	1.0	17328	0	0.12003	0.38588	0.33129	0.727373	9348	1	0.12003
Lppr1	4	0.062943	0.21366	1.0	2889	3	-0.33555	0.38591	0.33129	0.727373	9349	1	-0.33555
Rnf207	4	0.25258	0.50688	1.0	7202	2	-0.19822	0.38605	0.33129	0.727373	9350	1	-0.19822
Clint1	4	0.14316	0.36052	1.0	4867	1	-0.062637	0.38636	0.33129	0.727373	9351	1	-0.062637
Arhgap10	4	0.84645	0.91212	1.0	15946	0	-0.032096	0.3864	0.33129	0.727373	9352	1	-0.032096
Men1	4	0.015436	0.067509	1.0	1029	2	-0.28215	0.38647	0.33129	0.727373	9353	1	-0.28215
Art4	4	0.25587	0.50688	1.0	7269	1	-0.023635	0.38654	0.33129	0.727373	9354	1	-0.023635
Ugt2b38	4	0.91219	0.95384	1.0	17266	0	0.12008	0.38664	0.33129	0.727373	9355	1	0.12008
Hrsp12	4	0.82617	0.89617	1.0	15531	0	0.16362	0.38675	0.33129	0.727373	9356	1	0.16362
Mpp2	4	0.90769	0.95141	1.0	17187	0	0.058467	0.38682	0.33129	0.727373	9357	1	0.058467
Sumo3	4	0.23005	0.47418	1.0	6713	2	-0.18531	0.38685	0.33129	0.727373	9358	1	-0.18531
Trim27	4	0.73993	0.83727	1.0	13948	1	-0.09458	0.38706	0.33129	0.727373	9359	1	-0.09458
Smad7	4	0.091991	0.29532	1.0	3816	2	-0.1294	0.38717	0.33129	0.727373	9360	1	-0.1294
Ccl20	4	0.65396	0.78256	1.0	12559	1	0.0041414	0.38731	0.33129	0.727373	9361	1	0.0041414
Plekhg6	4	0.63311	0.76666	1.0	12276	1	-0.02394	0.38748	0.33129	0.727373	9362	1	-0.02394
Txlna	4	0.12389	0.33317	1.0	4473	2	-0.11148	0.38758	0.33129	0.727373	9363	1	-0.11148
Olfr654	4	0.025596	0.10837	1.0	1446	2	-0.18538	0.38772	0.33129	0.727373	9364	1	-0.18538
Trpa1	4	0.55134	0.71482	1.0	11265	1	-0.19948	0.38793	0.33129	0.727373	9365	1	-0.19948
Gm5415	4	0.8741	0.93623	1.0	16473	0	0.027176	0.38804	0.33129	0.727373	9366	1	0.027176
Slu7	4	0.61191	0.75526	1.0	11996	1	0.048633	0.38825	0.33129	0.727373	9367	1	0.048633
Pou2af1	4	0.91713	0.95618	1.0	17366	0	0.068034	0.38828	0.33129	0.727373	9368	1	0.068034
Gpnmb	4	0.060311	0.20373	1.0	2785	2	-0.17346	0.38832	0.33129	0.727373	9369	1	-0.17346
Lonrf1	4	0.057322	0.1977	1.0	2663	3	-0.33233	0.38835	0.33129	0.727373	9370	1	-0.33233
Ikzf5	4	0.63915	0.77131	1.0	12352	1	-0.049908	0.38849	0.33129	0.727373	9371	1	-0.049908
H2-M10.3	4	0.68611	0.80333	1.0	13047	1	-0.11352	0.38859	0.33129	0.727373	9372	1	-0.11352
Kcnq5	4	0.53535	0.70829	1.0	11084	1	-0.10898	0.38877	0.33129	0.727373	9373	1	-0.10898
Arl6ip5	4	0.016082	0.069401	1.0	1059	2	-0.30643	0.38887	0.33129	0.727373	9374	1	-0.30643
Znrf2	4	0.69345	0.80624	1.0	13170	1	0.035527	0.38894	0.33129	0.727373	9375	1	0.035527
Ak4	4	0.72736	0.82782	1.0	13716	1	-0.033704	0.38901	0.33129	0.727373	9376	1	-0.033704
Sctr	4	0.20353	0.44284	1.0	6128	1	-0.15541	0.38905	0.33129	0.727373	9377	1	-0.15541
Klhl15	4	0.086609	0.28446	1.0	3713	2	-0.25545	0.38915	0.33129	0.727373	9378	1	-0.25545
Greb1	4	0.61713	0.75817	1.0	12064	1	-0.018679	0.38922	0.33129	0.727373	9379	1	-0.018679
Bbip1	4	0.25015	0.50241	1.0	7143	2	-0.13333	0.38936	0.33129	0.727373	9380	1	-0.13333
Wwc2	4	0.17397	0.39952	1.0	5508	2	-0.15784	0.38943	0.33129	0.727373	9381	1	-0.15784
Tmem213	4	0.76107	0.85603	1.0	14332	1	0.005282	0.38953	0.33129	0.727373	9382	1	0.005282
Taar1	4	0.74258	0.84192	1.0	14009	1	0.0042291	0.38985	0.33129	0.727373	9383	1	0.0042291
Pnmal2	4	0.53252	0.70546	1.0	11050	1	0.0010497	0.38992	0.33129	0.727373	9384	1	0.0010497
Ankrd60	4	0.48993	0.68101	1.0	10603	1	-0.052462	0.38998	0.33129	0.727373	9385	1	-0.052462
Fam111a	4	0.006201	0.036016	1.0	560	2	-0.22395	0.39005	0.33129	0.727373	9386	1	-0.22395
Pigyl	4	0.42405	0.65002	1.0	9922	1	-0.046651	0.39009	0.33129	0.727373	9387	1	-0.046651
Stam	4	0.23898	0.48591	1.0	6901	2	-0.09312	0.39016	0.33129	0.727373	9388	1	-0.09312
E230019M04Rik	4	0.025614	0.10878	1.0	1448	2	-0.3427	0.39033	0.33129	0.727373	9389	1	-0.3427
D630003M21Rik	4	0.6984	0.80903	1.0	13246	1	-0.082553	0.39037	0.33129	0.727373	9390	1	-0.082553
Rara	4	0.3629	0.61806	1.0	9397	1	-0.03488	0.39051	0.33129	0.727373	9391	1	-0.03488
Zswim8	4	0.040426	0.15749	1.0	2003	2	-0.41095	0.39075	0.33129	0.727373	9392	1	-0.41095
Glipr1l2	4	0.1532	0.37116	1.0	5049	2	-0.058667	0.39092	0.33129	0.727373	9393	1	-0.058667
Lpar2	4	0.23096	0.47418	1.0	6737	1	-0.14663	0.39096	0.33129	0.727373	9394	1	-0.14663
Olfr109	4	0.051869	0.18375	1.0	2463	3	-0.28202	0.39106	0.33129	0.727373	9395	1	-0.28202
Prom2	4	0.33954	0.60376	1.0	9040	2	-0.062521	0.3912	0.33129	0.727373	9396	1	-0.062521
Oit1	4	0.64302	0.77318	1.0	12393	1	-0.1869	0.39127	0.33129	0.727373	9397	1	-0.1869
Mex3d	4	0.013898	0.063165	1.0	950	3	-0.34334	0.39151	0.33129	0.727373	9398	1	-0.34334
Ccdc92	4	0.30905	0.56253	1.0	8394	1	0.036789	0.39165	0.33307	0.727373	9399	1	0.036789
Vmn2r63	4	0.1951	0.43187	1.0	5942	2	-0.04515	0.39169	0.33307	0.727373	9400	1	-0.04515
Cish	4	0.71563	0.81846	1.0	13511	1	-0.027288	0.39182	0.33307	0.727373	9401	1	-0.027288
Olfr474	4	0.077283	0.26474	1.0	3393	2	-0.26362	0.39196	0.33307	0.727373	9402	1	-0.26362
Zic2	4	0.039536	0.15633	1.0	1960	3	-0.23986	0.39214	0.33307	0.727373	9403	1	-0.23986
Asphd1	4	0.87825	0.93672	1.0	16564	0	-0.0011189	0.39224	0.33307	0.727373	9404	1	-0.0011189
Mr1	4	0.17026	0.39353	1.0	5414	2	-0.21588	0.39248	0.33307	0.727373	9405	1	-0.21588
Usp31	4	0.086924	0.28822	1.0	3722	2	-0.093135	0.39255	0.33307	0.727373	9406	1	-0.093135
Vmn1r177	4	0.069961	0.23901	1.0	3136	3	-0.27773	0.39269	0.33307	0.727373	9407	1	-0.27773
Tmem165	4	0.9332	0.96571	1.0	17710	0	0.074437	0.39304	0.33494	0.727373	9408	1	0.074437
Agpat1	4	0.80064	0.87978	1.0	15061	0	0.023349	0.39338	0.33494	0.727373	9409	1	0.023349
Ankrd33	4	0.033379	0.1332	1.0	1745	3	-0.24776	0.39352	0.33494	0.727373	9410	1	-0.24776
Olfr1496	4	0.86748	0.93154	1.0	16345	0	0.068474	0.39373	0.33494	0.727373	9411	1	0.068474
Oas1c	4	0.025461	0.10797	1.0	1440	3	-0.33027	0.39383	0.33494	0.727373	9412	1	-0.33027
Tmem254a	4	0.43256	0.6556	1.0	10011	1	-0.086461	0.39394	0.33494	0.727373	9413	1	-0.086461
Ces5a	4	0.88142	0.93774	1.0	16629	0	-0.0041225	0.39397	0.33494	0.727373	9414	1	-0.0041225
Celf5	4	0.067553	0.23281	1.0	3049	3	-0.36183	0.39404	0.33494	0.727373	9415	1	-0.36183
Fam71b	4	0.016977	0.071315	1.0	1102	2	-0.087898	0.39411	0.33494	0.727373	9416	1	-0.087898
Klhl29	4	0.57762	0.73085	1.0	11566	1	-0.030218	0.39418	0.33494	0.727373	9417	1	-0.030218
Fam89b	4	0.041711	0.15973	1.0	2041	3	-0.2869	0.39432	0.33494	0.727373	9418	1	-0.2869
Sstr3	4	0.71906	0.81941	1.0	13566	1	-0.024313	0.39445	0.33494	0.727373	9419	1	-0.024313
Phldb3	3	0.72429	0.8121	1.0	13658	0	0.063701	0.3945	0.28723	0.705119	9420	1	0.063701
Csde1	4	0.39009	0.63315	1.0	9618	1	0.12841	0.39463	0.33494	0.727373	9421	1	0.12841
Prss51	4	0.31058	0.5636	1.0	8432	1	0.0079483	0.3949	0.33494	0.727373	9422	1	0.0079483
Tef	4	0.59906	0.74872	1.0	11820	1	-0.13603	0.39518	0.33494	0.727373	9423	1	-0.13603
Slc7a7	4	0.65751	0.78348	1.0	12616	1	-0.016532	0.39539	0.33494	0.727373	9424	1	-0.016532
Cst13	4	0.81714	0.8909	1.0	15369	0	0.069799	0.39549	0.33494	0.727373	9425	1	0.069799
Olfr728	4	0.14186	0.35886	1.0	4841	1	-0.084557	0.39556	0.33494	0.727373	9426	1	-0.084557
Cox7a2l	4	0.038605	0.15207	1.0	1931	3	-0.41762	0.39573	0.33494	0.727373	9427	1	-0.41762
Vmn2r53	4	0.27239	0.52042	1.0	7583	2	-0.24565	0.39583	0.33494	0.727373	9428	1	-0.24565
Six6	4	0.29897	0.54925	1.0	8182	1	0.12536	0.39587	0.33494	0.727373	9429	1	0.12536
Slc35c2	4	0.74876	0.84752	1.0	14113	1	-0.0628	0.39597	0.33494	0.727373	9430	1	-0.0628
Clec12b	4	0.020643	0.088405	1.0	1249	3	-0.37116	0.39601	0.33494	0.727373	9431	1	-0.37116
Srms	4	0.85448	0.9196	1.0	16109	0	-0.0017398	0.39614	0.33494	0.727373	9432	1	-0.0017398
H2-M10.2	4	0.72762	0.82782	1.0	13721	1	0.069352	0.39628	0.33494	0.727373	9433	1	0.069352
Mrm1	4	0.13027	0.33851	1.0	4602	1	0.018899	0.39635	0.33494	0.727373	9434	1	0.018899
Mapk8ip2	4	0.86976	0.9326	1.0	16385	0	0.02902	0.39656	0.33494	0.727373	9435	1	0.02902
Slc6a13	4	0.30549	0.56029	1.0	8311	2	-0.092891	0.39687	0.33494	0.727373	9436	1	-0.092891
Krt32	4	0.7099	0.81474	1.0	13417	1	0.048612	0.3969	0.33494	0.727373	9437	1	0.048612
2-Mar	8	0.69324	0.90637	1.0	13167	2	-0.10207	0.39694	0.36566	0.75179	9438	2	-0.10207
Art5	4	0.50833	0.69326	1.0	10786	1	-0.0909	0.39718	0.33494	0.727373	9439	1	-0.0909
Tek	4	0.89082	0.94486	1.0	16815	0	0.057397	0.39721	0.33494	0.727373	9440	1	0.057397
Spib	4	0.4751	0.67444	1.0	10463	1	-0.055725	0.39728	0.33494	0.727373	9441	1	-0.055725
Lpar3	4	0.69741	0.80716	1.0	13224	1	-0.1002	0.39732	0.33494	0.727373	9442	1	-0.1002
Baz2a	4	0.17424	0.39952	1.0	5514	1	0.087233	0.39756	0.33494	0.727373	9443	1	0.087233
Tsnax	4	0.44168	0.66315	1.0	10101	1	-0.011682	0.39773	0.33494	0.727373	9444	1	-0.011682
Ccdc157	4	0.19817	0.43615	1.0	6010	1	0.058814	0.39783	0.33494	0.727373	9445	1	0.058814
Ugt2b5	4	0.86665	0.93045	1.0	16331	0	0.089934	0.39787	0.33494	0.727373	9446	1	0.089934
Syt6	4	0.57516	0.72994	1.0	11540	1	0.086647	0.39794	0.33494	0.727373	9447	1	0.086647
Kcns2	4	0.063962	0.21426	1.0	2923	3	-0.22721	0.39797	0.33494	0.727373	9448	1	-0.22721
Ero1l	4	0.046197	0.17425	1.0	2228	3	-0.2852	0.398	0.33494	0.727373	9449	1	-0.2852
Ptchd3	4	0.92492	0.96205	1.0	17532	0	0.1773	0.39804	0.33494	0.727373	9450	1	0.1773
Slfn1	4	0.038364	0.15206	1.0	1925	2	-0.20335	0.39821	0.33667	0.727373	9451	1	-0.20335
Isyna1	4	0.63781	0.76948	1.0	12333	1	-0.064278	0.39824	0.33667	0.727373	9452	1	-0.064278
