"ID" "X[[i]]"
"14207" "REACTOME_NEUREXINS_AND_NEUROLIGINS" "nrxn3"
"14208" "REACTOME_NEUREXINS_AND_NEUROLIGINS" "dlg4"
"14209" "REACTOME_NEUREXINS_AND_NEUROLIGINS" "cask"
"14210" "REACTOME_NEUREXINS_AND_NEUROLIGINS" "lrrtm1"
"14211" "REACTOME_NEUREXINS_AND_NEUROLIGINS" "sh3glb2"
"14212" "REACTOME_NEUREXINS_AND_NEUROLIGINS" "dlgap1"
"14213" "REACTOME_PROTEIN_PROTEIN_INTERACTIONS_AT_SYNAPSES" "flot2"
"14214" "REACTOME_PROTEIN_PROTEIN_INTERACTIONS_AT_SYNAPSES" "homer1"
"14215" "REACTOME_PROTEIN_PROTEIN_INTERACTIONS_AT_SYNAPSES" "nrxn1"
"14216" "REACTOME_PROTEIN_PROTEIN_INTERACTIONS_AT_SYNAPSES" "dlgap3"
"14217" "REACTOME_PROTEIN_PROTEIN_INTERACTIONS_AT_SYNAPSES" "dlg2"
"14218" "REACTOME_PROTEIN_PROTEIN_INTERACTIONS_AT_SYNAPSES" "nrxn3"
"14219" "REACTOME_PROTEIN_PROTEIN_INTERACTIONS_AT_SYNAPSES" "lrfn2"
"14220" "REACTOME_PROTEIN_PROTEIN_INTERACTIONS_AT_SYNAPSES" "ntrk3"
"14221" "REACTOME_PROTEIN_PROTEIN_INTERACTIONS_AT_SYNAPSES" "dlg4"
"14222" "REACTOME_PROTEIN_PROTEIN_INTERACTIONS_AT_SYNAPSES" "cask"
"14223" "REACTOME_PROTEIN_PROTEIN_INTERACTIONS_AT_SYNAPSES" "slitrk6"
"14224" "REACTOME_PROTEIN_PROTEIN_INTERACTIONS_AT_SYNAPSES" "ppfibp1"
"14225" "REACTOME_PROTEIN_PROTEIN_INTERACTIONS_AT_SYNAPSES" "lrrtm1"
"14226" "REACTOME_PROTEIN_PROTEIN_INTERACTIONS_AT_SYNAPSES" "grin2d"
"14227" "REACTOME_PROTEIN_PROTEIN_INTERACTIONS_AT_SYNAPSES" "flot1"
"14228" "REACTOME_PROTEIN_PROTEIN_INTERACTIONS_AT_SYNAPSES" "sh3glb2"
"14229" "REACTOME_PROTEIN_PROTEIN_INTERACTIONS_AT_SYNAPSES" "gria4"
"14230" "REACTOME_PROTEIN_PROTEIN_INTERACTIONS_AT_SYNAPSES" "dlgap1"
"14231" "REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_DNA_REPAIR_GENES" "ercc3"
"14232" "REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_DNA_REPAIR_GENES" "ssrp1"
"14233" "REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_DNA_REPAIR_GENES" "nelfcd"
"14234" "REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_DNA_REPAIR_GENES" "polr2i"
"14235" "REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_DNA_REPAIR_GENES" "supt16"
"14236" "REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_DNA_REPAIR_GENES" "polr2b"
"14237" "REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_DNA_REPAIR_GENES" "ccnh"
"14238" "REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_DNA_REPAIR_GENES" "nelfb"
"14239" "REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_DNA_REPAIR_GENES" "nelfa"
"14240" "REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_DNA_REPAIR_GENES" "polr2e"
"14241" "REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_DNA_REPAIR_GENES" "cdk12"
"14242" "REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_DNA_REPAIR_GENES" "polr2g"
"14243" "REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_DNA_REPAIR_GENES" "polr2f"
"14244" "REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_DNA_REPAIR_GENES" "gtf2h1"
"14245" "REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_DNA_REPAIR_GENES" "gtf2h4"
"14246" "REACTOME_CHOLINE_CATABOLISM" "bhmt"
"14247" "REACTOME_CHOLINE_CATABOLISM" "aldh7a1"
"14248" "REACTOME_NEUTROPHIL_DEGRANULATION" "lamtor2"
"14249" "REACTOME_NEUTROPHIL_DEGRANULATION" "lamtor3"
"14250" "REACTOME_NEUTROPHIL_DEGRANULATION" "defa2"
"14251" "REACTOME_NEUTROPHIL_DEGRANULATION" "lamtor1"
"14252" "REACTOME_NEUTROPHIL_DEGRANULATION" "psmd14"
"14253" "REACTOME_NEUTROPHIL_DEGRANULATION" "vcp"
"14254" "REACTOME_NEUTROPHIL_DEGRANULATION" "psmb1"
"14255" "REACTOME_NEUTROPHIL_DEGRANULATION" "csnk2b"
"14256" "REACTOME_NEUTROPHIL_DEGRANULATION" "ptpn6"
"14257" "REACTOME_NEUTROPHIL_DEGRANULATION" "cand1"
"14258" "REACTOME_NEUTROPHIL_DEGRANULATION" "kpnb1"
"14259" "REACTOME_NEUTROPHIL_DEGRANULATION" "ppie"
"14260" "REACTOME_NEUTROPHIL_DEGRANULATION" "bri3"
"14261" "REACTOME_NEUTROPHIL_DEGRANULATION" "hmgb1"
"14262" "REACTOME_NEUTROPHIL_DEGRANULATION" "nckap1l"
"14263" "REACTOME_NEUTROPHIL_DEGRANULATION" "rap1b"
"14264" "REACTOME_NEUTROPHIL_DEGRANULATION" "psmd2"
"14265" "REACTOME_NEUTROPHIL_DEGRANULATION" "tyrobp"
"14266" "REACTOME_NEUTROPHIL_DEGRANULATION" "eef2"
"14267" "REACTOME_NEUTROPHIL_DEGRANULATION" "psmd12"
"14268" "REACTOME_NEUTROPHIL_DEGRANULATION" "b4galt1"
"14269" "REACTOME_NEUTROPHIL_DEGRANULATION" "psmd3"
"14270" "REACTOME_NEUTROPHIL_DEGRANULATION" "hsp90ab1"
"14271" "REACTOME_NEUTROPHIL_DEGRANULATION" "itgb2"
"14272" "REACTOME_NEUTROPHIL_DEGRANULATION" "rab6a"
"14273" "REACTOME_NEUTROPHIL_DEGRANULATION" "dynll1"
"14274" "REACTOME_NEUTROPHIL_DEGRANULATION" "defa25"
"14275" "REACTOME_NEUTROPHIL_DEGRANULATION" "rhog"
"14276" "REACTOME_NEUTROPHIL_DEGRANULATION" "xrcc6"
"14277" "REACTOME_NEUTROPHIL_DEGRANULATION" "gaa"
"14278" "REACTOME_NEUTROPHIL_DEGRANULATION" "ubr4"
"14279" "REACTOME_NEUTROPHIL_DEGRANULATION" "hgsnat"
"14280" "REACTOME_NEUTROPHIL_DEGRANULATION" "itgam"
"14281" "REACTOME_NEUTROPHIL_DEGRANULATION" "atg7"
"14282" "REACTOME_NEUTROPHIL_DEGRANULATION" "psmb7"
"14283" "REACTOME_NEUTROPHIL_DEGRANULATION" "impdh2"
"14284" "REACTOME_NEUTROPHIL_DEGRANULATION" "nfkb1"
"14285" "REACTOME_NEUTROPHIL_DEGRANULATION" "cyfip1"
"14286" "REACTOME_NEUTROPHIL_DEGRANULATION" "ddost"
"14287" "REACTOME_NEUTROPHIL_DEGRANULATION" "pkm"
"14288" "REACTOME_NEUTROPHIL_DEGRANULATION" "cap1"
"14289" "REACTOME_NEUTROPHIL_DEGRANULATION" "try4"
"14290" "REACTOME_NEUTROPHIL_DEGRANULATION" "dsc1"
"14291" "REACTOME_NEUTROPHIL_DEGRANULATION" "eef1a1"
"14292" "REACTOME_NEUTROPHIL_DEGRANULATION" "psma5"
"14293" "REACTOME_NEUTROPHIL_DEGRANULATION" "defa5"
"14294" "REACTOME_NEUTROPHIL_DEGRANULATION" "rab10"
"14295" "REACTOME_NEUTROPHIL_DEGRANULATION" "dgat1"
"14296" "REACTOME_NEUTROPHIL_DEGRANULATION" "prss3"
"14297" "REACTOME_NEUTROPHIL_DEGRANULATION" "padi2"
"14298" "REACTOME_NEUTROPHIL_DEGRANULATION" "kcmf1"
"14299" "REACTOME_NEUTROPHIL_DEGRANULATION" "serpinb3c"
"14300" "REACTOME_NEUTROPHIL_DEGRANULATION" "cstb"
"14301" "REACTOME_NEUTROPHIL_DEGRANULATION" "ear10"
"14302" "REACTOME_NEUTROPHIL_DEGRANULATION" "hspa8"
"14303" "REACTOME_NEUTROPHIL_DEGRANULATION" "ppia"
"14304" "REACTOME_NEUTROPHIL_DEGRANULATION" "nfam1"
"14305" "REACTOME_NEUTROPHIL_DEGRANULATION" "rhof"
"14306" "REACTOME_NEUTROPHIL_DEGRANULATION" "defa21"
"14307" "REACTOME_NEUTROPHIL_DEGRANULATION" "ceacam1"
"14308" "REACTOME_NEUTROPHIL_DEGRANULATION" "hsp90aa1"
"14309" "REACTOME_NEUTROPHIL_DEGRANULATION" "tmem30a"
"14310" "REACTOME_NEUTROPHIL_DEGRANULATION" "ilf2"
"14311" "REACTOME_NEUTROPHIL_DEGRANULATION" "psmd6"
"14312" "REACTOME_NEUTROPHIL_DEGRANULATION" "psma2"
"14313" "REACTOME_NEUTROPHIL_DEGRANULATION" "prg2"
"14314" "REACTOME_NEUTROPHIL_DEGRANULATION" "serpinb3d"
"14315" "REACTOME_NEUTROPHIL_DEGRANULATION" "clec4n"
"14316" "REACTOME_NEUTROPHIL_DEGRANULATION" "dnajc5"
"14317" "REACTOME_NEUTROPHIL_DEGRANULATION" "commd3"
"14318" "REACTOME_NEUTROPHIL_DEGRANULATION" "aldoc"
"14319" "REACTOME_NEUTROPHIL_DEGRANULATION" "pdap1"
"14320" "REACTOME_NEUTROPHIL_DEGRANULATION" "mgst1"
"14321" "REACTOME_NEUTROPHIL_DEGRANULATION" "huwe1"
"14322" "REACTOME_NEUTROPHIL_DEGRANULATION" "sirpb1a"
"14323" "REACTOME_NEUTROPHIL_DEGRANULATION" "glb1"
"14324" "REACTOME_NEUTROPHIL_DEGRANULATION" "mcemp1"
"14325" "REACTOME_NEUTROPHIL_DEGRANULATION" "aoc1"
"14326" "REACTOME_NEUTROPHIL_DEGRANULATION" "ptprj"
"14327" "REACTOME_NEUTROPHIL_DEGRANULATION" "cd63"
"14328" "REACTOME_NEUTROPHIL_DEGRANULATION" "psg22"
"14329" "REACTOME_NEUTROPHIL_DEGRANULATION" "gm10334"
"14330" "REACTOME_NEUTROPHIL_DEGRANULATION" "pa2g4"
"14331" "REACTOME_NEUTROPHIL_DEGRANULATION" "pgm2"
"14332" "REACTOME_NEUTROPHIL_DEGRANULATION" "rnase2a"
"14333" "REACTOME_NEUTROPHIL_DEGRANULATION" "s100a11"
"14334" "REACTOME_NEUTROPHIL_DEGRANULATION" "qsox1"
"14335" "REACTOME_NEUTROPHIL_DEGRANULATION" "vnn1"
"14336" "REACTOME_NEUTROPHIL_DEGRANULATION" "sirpb1b"
"14337" "REACTOME_NEUTROPHIL_DEGRANULATION" "galns"
"14338" "REACTOME_NEUTROPHIL_DEGRANULATION" "psmd11"
"14339" "REACTOME_NEUTROPHIL_DEGRANULATION" "gca"
"14340" "REACTOME_NEUTROPHIL_DEGRANULATION" "prkcd"
"14341" "REACTOME_NEUTROPHIL_DEGRANULATION" "degs1"
"14342" "REACTOME_NEUTROPHIL_DEGRANULATION" "rab7"
"14343" "REACTOME_NEUTROPHIL_DEGRANULATION" "apeh"
"14344" "REACTOME_NEUTROPHIL_DEGRANULATION" "pygb"
"14345" "REACTOME_NEUTROPHIL_DEGRANULATION" "lrrc7"
"14346" "REACTOME_NEUTROPHIL_DEGRANULATION" "cd47"
"14347" "REACTOME_NEUTROPHIL_DEGRANULATION" "dnase1l1"
"14348" "REACTOME_NEUTROPHIL_DEGRANULATION" "psen1"
"14349" "REACTOME_NEUTROPHIL_DEGRANULATION" "actr1b"
"14350" "REACTOME_NEUTROPHIL_DEGRANULATION" "fcgr4"
"14351" "REACTOME_NEUTROPHIL_DEGRANULATION" "defa26"
"14352" "REACTOME_NEUTROPHIL_DEGRANULATION" "psmc3"
"14353" "REACTOME_NEUTROPHIL_DEGRANULATION" "pigr"
"14354" "REACTOME_NEUTROPHIL_DEGRANULATION" "mlec"
"14355" "REACTOME_NEUTROPHIL_DEGRANULATION" "cst3"
"14356" "REACTOME_NEUTROPHIL_DEGRANULATION" "aldoa"
"14357" "REACTOME_NEUTROPHIL_DEGRANULATION" "cd59b"
"14358" "REACTOME_NEUTROPHIL_DEGRANULATION" "tbc1d10c"
"14359" "REACTOME_NEUTROPHIL_DEGRANULATION" "crisp2"
"14360" "REACTOME_NEUTROPHIL_DEGRANULATION" "epx"
"14361" "REACTOME_NEUTROPHIL_DEGRANULATION" "ear14"
"14362" "REACTOME_COMPLEX_I_BIOGENESIS" "timmdc1"
"14363" "REACTOME_COMPLEX_I_BIOGENESIS" "ndufs7"
"14364" "REACTOME_COMPLEX_I_BIOGENESIS" "ndufa2"
"14365" "REACTOME_COMPLEX_I_BIOGENESIS" "ndufb4"
"14366" "REACTOME_COMPLEX_I_BIOGENESIS" "ndufa6"
"14367" "REACTOME_COMPLEX_I_BIOGENESIS" "tmem126b"
"14368" "REACTOME_COMPLEX_I_BIOGENESIS" "ndufb8"
"14369" "REACTOME_COMPLEX_I_BIOGENESIS" "ndufb2"
"14370" "REACTOME_COMPLEX_I_BIOGENESIS" "ndufa9"
"14371" "REACTOME_COMPLEX_I_BIOGENESIS" "ndufab1"
"14372" "REACTOME_COMPLEX_I_BIOGENESIS" "ndufa13"
"14373" "REACTOME_COMPLEX_I_BIOGENESIS" "ndufaf1"
"14374" "REACTOME_COMPLEX_I_BIOGENESIS" "ndufb3"
"14375" "REACTOME_COMPLEX_I_BIOGENESIS" "ndufb11"
"14376" "REACTOME_COMPLEX_I_BIOGENESIS" "ndufa8"
"14377" "REACTOME_COMPLEX_I_BIOGENESIS" "ndufs1"
"14378" "REACTOME_COMPLEX_I_BIOGENESIS" "ndufa5"
"14379" "REACTOME_COMPLEX_I_BIOGENESIS" "ndufb6"
"14380" "REACTOME_COMPLEX_I_BIOGENESIS" "ndufs2"
"14381" "REACTOME_COMPLEX_I_BIOGENESIS" "ndufa11"
"14382" "REACTOME_COMPLEX_I_BIOGENESIS" "ndufb10"
"14383" "REACTOME_COMPLEX_I_BIOGENESIS" "ndufs6"
"14384" "REACTOME_COMPLEX_I_BIOGENESIS" "ndufb9"
"14385" "REACTOME_ANTIMICROBIAL_PEPTIDES" "defa2"
"14386" "REACTOME_ANTIMICROBIAL_PEPTIDES" "defa25"
"14387" "REACTOME_ANTIMICROBIAL_PEPTIDES" "try4"
"14388" "REACTOME_ANTIMICROBIAL_PEPTIDES" "defa5"
"14389" "REACTOME_ANTIMICROBIAL_PEPTIDES" "defb14"
"14390" "REACTOME_ANTIMICROBIAL_PEPTIDES" "prss3"
"14391" "REACTOME_ANTIMICROBIAL_PEPTIDES" "defa21"
"14392" "REACTOME_ANTIMICROBIAL_PEPTIDES" "defb47"
"14393" "REACTOME_ANTIMICROBIAL_PEPTIDES" "defb48"
"14394" "REACTOME_ANTIMICROBIAL_PEPTIDES" "reg3d"
"14395" "REACTOME_ANTIMICROBIAL_PEPTIDES" "defb19"
"14396" "REACTOME_ANTIMICROBIAL_PEPTIDES" "gm10334"
"14397" "REACTOME_ANTIMICROBIAL_PEPTIDES" "rnase2a"
"14398" "REACTOME_ANTIMICROBIAL_PEPTIDES" "bpifb1"
"14399" "REACTOME_ANTIMICROBIAL_PEPTIDES" "defa26"
"14400" "REACTOME_ANTIMICROBIAL_PEPTIDES" "pglyrp1"
"14401" "REACTOME_ANTIMICROBIAL_PEPTIDES" "try5"
"14402" "REACTOME_ANTIMICROBIAL_PEPTIDES" "s100a8"
"14403" "REACTOME_ANTIMICROBIAL_PEPTIDES" "prss1"
"14404" "REACTOME_ANTIMICROBIAL_PEPTIDES" "defb28"
"14405" "REACTOME_ANTIMICROBIAL_PEPTIDES" "try10"
"14406" "REACTOME_ANTIMICROBIAL_PEPTIDES" "defb25"
"14407" "REACTOME_ANTIMICROBIAL_PEPTIDES" "pdzd11"
"14408" "REACTOME_ANTIMICROBIAL_PEPTIDES" "pglyrp4"
"14409" "REACTOME_ANTIMICROBIAL_PEPTIDES" "s100a9"
"14410" "REACTOME_ANTIMICROBIAL_PEPTIDES" "elane"
"14411" "REACTOME_ANTIMICROBIAL_PEPTIDES" "bpifb4"
"14412" "REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_CYTOCHROME_C_RELEASE" "prelid1"
"14413" "REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_CYTOCHROME_C_RELEASE" "triap1"
"14414" "REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_CYTOCHROME_C_RELEASE" "zfp420"
"14415" "REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_CYTOCHROME_C_RELEASE" "atm"
"14416" "REACTOME_FGFR2_ALTERNATIVE_SPLICING" "ncbp2"
"14417" "REACTOME_FGFR2_ALTERNATIVE_SPLICING" "ncbp1"
"14418" "REACTOME_FGFR2_ALTERNATIVE_SPLICING" "polr2i"
"14419" "REACTOME_FGFR2_ALTERNATIVE_SPLICING" "polr2b"
"14420" "REACTOME_FGFR2_ALTERNATIVE_SPLICING" "polr2e"
"14421" "REACTOME_FGFR2_ALTERNATIVE_SPLICING" "polr2g"
"14422" "REACTOME_FGFR2_ALTERNATIVE_SPLICING" "polr2f"
"14423" "REACTOME_FGFR2_ALTERNATIVE_SPLICING" "ptbp1"
"14424" "REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_G2_CELL_CYCLE_ARREST" "pcna"
"14425" "REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_G2_CELL_CYCLE_ARREST" "cdk1"
"14426" "REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_G2_CELL_CYCLE_ARREST" "aurka"
"14427" "REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_ADDITIONAL_CELL_CYCLE_GENES_WHOSE_EXACT_ROLE_IN_THE_P53_PATHWAY_REMAIN_UNCERTAIN" "cnot1"
"14428" "REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_ADDITIONAL_CELL_CYCLE_GENES_WHOSE_EXACT_ROLE_IN_THE_P53_PATHWAY_REMAIN_UNCERTAIN" "cnot8"
"14429" "REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_ADDITIONAL_CELL_CYCLE_GENES_WHOSE_EXACT_ROLE_IN_THE_P53_PATHWAY_REMAIN_UNCERTAIN" "cnot2"
"14430" "REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_ADDITIONAL_CELL_CYCLE_GENES_WHOSE_EXACT_ROLE_IN_THE_P53_PATHWAY_REMAIN_UNCERTAIN" "cnot3"
"14431" "REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_ADDITIONAL_CELL_CYCLE_GENES_WHOSE_EXACT_ROLE_IN_THE_P53_PATHWAY_REMAIN_UNCERTAIN" "cnot4"
"14432" "REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_ADDITIONAL_CELL_CYCLE_GENES_WHOSE_EXACT_ROLE_IN_THE_P53_PATHWAY_REMAIN_UNCERTAIN" "npm1"
"14433" "REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_ADDITIONAL_CELL_CYCLE_GENES_WHOSE_EXACT_ROLE_IN_THE_P53_PATHWAY_REMAIN_UNCERTAIN" "cnot6l"
"14434" "REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_ADDITIONAL_CELL_CYCLE_GENES_WHOSE_EXACT_ROLE_IN_THE_P53_PATHWAY_REMAIN_UNCERTAIN" "plk2"
"14435" "REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_ADDITIONAL_CELL_CYCLE_GENES_WHOSE_EXACT_ROLE_IN_THE_P53_PATHWAY_REMAIN_UNCERTAIN" "cnot11"
"14436" "REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_ADDITIONAL_CELL_CYCLE_GENES_WHOSE_EXACT_ROLE_IN_THE_P53_PATHWAY_REMAIN_UNCERTAIN" "cnot10"
"14437" "REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_G1_CELL_CYCLE_ARREST" "cdkn1a"
"14438" "REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_G1_CELL_CYCLE_ARREST" "cdkn1b"
"14439" "REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_PHOSPHORYLATION" "aurkb"
"14440" "REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_PHOSPHORYLATION" "dna2"
"14441" "REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_PHOSPHORYLATION" "rpa3"
"14442" "REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_PHOSPHORYLATION" "chek1"
"14443" "REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_PHOSPHORYLATION" "ccna2"
"14444" "REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_PHOSPHORYLATION" "rfc5"
"14445" "REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_PHOSPHORYLATION" "rad9a"
"14446" "REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_PHOSPHORYLATION" "csnk2b"
"14447" "REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_PHOSPHORYLATION" "bard1"
"14448" "REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_PHOSPHORYLATION" "rfc2"
"14449" "REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_PHOSPHORYLATION" "top3a"
"14450" "REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_PHOSPHORYLATION" "mre11a"
"14451" "REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_PHOSPHORYLATION" "ssrp1"
"14452" "REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_PHOSPHORYLATION" "rad1"
"14453" "REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_PHOSPHORYLATION" "rps27a"
"14454" "REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_PHOSPHORYLATION" "rad50"
"14455" "REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_PHOSPHORYLATION" "aurka"
"14456" "REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_PHOSPHORYLATION" "topbp1"
"14457" "REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_PHOSPHORYLATION" "mdm4"
"14458" "REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_PHOSPHORYLATION" "rfc3"
"14459" "REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_PHOSPHORYLATION" "hus1"
"14460" "REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_PHOSPHORYLATION" "supt16"
"14461" "REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_PHOSPHORYLATION" "rfc4"
"14462" "REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_PHOSPHORYLATION" "nbn"
"14463" "REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_PHOSPHORYLATION" "tpx2"
"14464" "REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_PHOSPHORYLATION" "rpa1"
"14465" "REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_PHOSPHORYLATION" "atrip"
"14466" "REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_PHOSPHORYLATION" "csnk2a1"
"14467" "REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_PHOSPHORYLATION" "atm"
"14468" "REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_PHOSPHORYLATION" "rad17"
"14469" "REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_PHOSPHORYLATION" "taf5"
"14470" "REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_PHOSPHORYLATION" "uba52"
"14471" "REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_PHOSPHORYLATION" "rbbp8"
"14472" "REACTOME_REGULATION_OF_TP53_DEGRADATION" "mtor"
"14473" "REACTOME_REGULATION_OF_TP53_DEGRADATION" "trp53"
"14474" "REACTOME_REGULATION_OF_TP53_DEGRADATION" "akt1"
"14475" "REACTOME_REGULATION_OF_TP53_DEGRADATION" "mlst8"
"14476" "REACTOME_REGULATION_OF_TP53_DEGRADATION" "ppp2r1b"
"14477" "REACTOME_REGULATION_OF_TP53_DEGRADATION" "rictor"
"14478" "REACTOME_REGULATION_OF_TP53_DEGRADATION" "prr5"
"14479" "REACTOME_REGULATION_OF_TP53_DEGRADATION" "rffl"
"14480" "REACTOME_REGULATION_OF_TP53_DEGRADATION" "chek2"
"14481" "REACTOME_REGULATION_OF_TP53_DEGRADATION" "mapkap1"
"14482" "REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_ACETYLATION" "trp53"
"14483" "REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_ACETYLATION" "akt1"
"14484" "REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_ACETYLATION" "rbbp4"
"14485" "REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_ACETYLATION" "pip4k2a"
"14486" "REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_ACETYLATION" "brpf3"
"14487" "REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_ACETYLATION" "chd3"
"14488" "REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_ACETYLATION" "mbd3"
"14489" "REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_ASSOCIATION_WITH_CO_FACTORS" "trp53"
"14490" "REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_ASSOCIATION_WITH_CO_FACTORS" "akt1"
"14491" "REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_ASSOCIATION_WITH_CO_FACTORS" "pou4f1"
"14492" "REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_METHYLATION" "rps27a"
"14493" "REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_METHYLATION" "mdm4"
"14494" "REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_METHYLATION" "prmt5"
"14495" "REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_METHYLATION" "atm"
"14496" "REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_METHYLATION" "uba52"
"14497" "REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_METHYLATION" "ep300"
"14498" "REACTOME_KERATINIZATION" "gm10228"
"14499" "REACTOME_KERATINIZATION" "krtap5-4"
"14500" "REACTOME_KERATINIZATION" "krtap20-2"
"14501" "REACTOME_KERATINIZATION" "gm11569"
"14502" "REACTOME_KERATINIZATION" "gm3238"
"14503" "REACTOME_KERATINIZATION" "krtap6-5"
"14504" "REACTOME_KERATINIZATION" "krt9"
"14505" "REACTOME_KERATINIZATION" "krtap10-4"
"14506" "REACTOME_KERATINIZATION" "dsc1"
"14507" "REACTOME_KERATINIZATION" "krt33b"
"14508" "REACTOME_KERATINIZATION" "krtap13"
"14509" "REACTOME_KERATINIZATION" "krtap12-1"
"14510" "REACTOME_KERATINIZATION" "krtap6-1"
"14511" "REACTOME_KERATINIZATION" "krtap4-13"
"14512" "REACTOME_KERATINIZATION" "krt72"
"14513" "REACTOME_KERATINIZATION" "gm4559"
"14514" "REACTOME_KERATINIZATION" "gm11559"
"14515" "REACTOME_KERATINIZATION" "krt82"
"14516" "REACTOME_KERATINIZATION" "klk12"
"14517" "REACTOME_KERATINIZATION" "gm11562"
"14518" "REACTOME_KERATINIZATION" "krt81"
